sector,key,list_key,row_id,name,country,register_class,list_status,capacity_value,capacity_unit,perimeter_clause,rungs_passed,scored,unread,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,input_provisional
hydrogen,iea:3427,3427,,Electrolysis Corridor East Germany (H2 Corridor) Phase II,DEU,none found,Feasibility study,20.7904,ktH2Y,,0,true,false,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,admission search found no owner or permit source,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3433,3433,la-robla-green,La Robla Green,ES,admitted,FID/Construction,200,MW_input,,2,true,false,pass,true,https://laroblagreen.com/en/proyecto/,Reolum,2026-09-09,day,"the admitting source names the site as 'El Crispín, La Robla, León'",pass,true,https://laroblagreen.com/en/proyecto/,owner,2026-09-09,day,200 MW_input as stated,fail,true,https://laroblagreen.com/en/proyecto/,owner,2026-09-09,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://laroblagreen.com/en/proyecto/,owner,2026-09-09,day,no owner-stated start carrying a date precision,fail,true,https://laroblagreen.com/en/proyecto/,owner,2026-09-09,day,row edge carries no firmness; brief 9's axis is where rung 6 reads,true
hydrogen,iea:3558,3558,,H2Next,NLD,named not admitted,Feasibility study,43.31333333,ktH2Y,,1,true,false,pass,true,https://www.hycc.com/en/projects/h2next,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'hycc.com', 'source_url': 'https://www.hycc.com/en/projects/h2next'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3566,3566,,"Fawley Green Hydrogen project, phase 1",GBR,unread,Feasibility study,20.7904,ktH2Y,,0,false,true,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,false
hydrogen,iea:3666,3666,,Zeevonk Hydrogen Project,NLD,named not admitted,Feasibility study,87.66618667,ktH2Y,,1,true,false,pass,true,https://group.vattenfall.com/press-and-media/pressreleases/2024/vattenfall-and-copenhagen-infrastructure-partners-awarded-ijmuiden-ver-beta-offshore-wind-farm/,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'vattenfall.com', 'source_url': 'https://group.vattenfall.com/press-and-media/pressreleases/2024/vattenfall-and-copenhagen-infrastructure-partners-awarded-ijmuiden-ver-beta-offshore-wind-farm/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3667,3667,,COMPOSTILLA GREEN – PLANTA DE H2 y eSAF,ESP,perimeter exclusion,Feasibility study,36.90296,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3677,3677,,"Energiequelle  green hydrogen project in Oulu, phases 2 and 3",FIN,named not admitted,Concept,85.7604,ktH2Y,,1,true,false,pass,true,https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'ouka.fi', 'source_url': 'https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3678,3678,,ECO2FLY,ESP,named not admitted,Feasibility study,157.5576368,ktH2Y,,1,true,false,pass,true,https://ignis.es/ignis-p2x-holcim-y-exolum-presentan-eco2fly-un-proyecto-pionero-para-descarbonizar-la-industria-de-los-materiales-de-construccion-y-el-transporte-aereo/,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'ignis.es', 'source_url': 'https://ignis.es/ignis-p2x-holcim-y-exolum-presentan-eco2fly-un-proyecto-pionero-para-descarbonizar-la-industria-de-los-materiales-de-construccion-y-el-transporte-aereo/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3684,3684,,"Metafuels - Evos eSAF plant in Rotterdam, phase 2",NLD,perimeter exclusion,Concept,49.873704,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3685,3685,aboenergy-pyyryvainen-oulu,ABO Energy plant in Oulu,FI,admitted,Concept,600,MW_input,,2,true,false,pass,true,https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu,City of Oulu,2026-09-10,day,"the admitting source names the site as 'Pyyryvainen, Oulu'",pass,true,https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu,owner,2026-09-10,day,600 MW_input as stated,fail,true,https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu,owner,2026-09-10,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://www.ouka.fi/en/news/three-new-hydrogen-plants-planned-oulu,owner,2026-09-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
hydrogen,iea:3700,3700,,Kaskade,DEU,none found,Feasibility study,63.6706,ktH2Y,,0,true,false,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,admission search found no owner or permit source,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3723,3723,qair-methavert-le-havre,Methavert,FR,admitted,Concept,300,MW_input,,2,true,false,pass,true,https://france.qair.energy/realisations/methavert/,Qair,2026-09-10,day,"the admitting source names the site as 'Rogerville, Le Havre industrial and port zone'",pass,true,https://france.qair.energy/realisations/methavert/,owner,2026-09-10,day,300 MW_input as stated,fail,true,https://france.qair.energy/realisations/methavert/,owner,2026-09-10,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://france.qair.energy/realisations/methavert/,owner,2026-09-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
hydrogen,iea:3724,3724,,Occi'Jet_T1,FRA,none found,Concept,27.72053333,ktH2Y,,0,true,false,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,admission search found no owner or permit source,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3725,3725,,LICHEN,FRA,named not admitted,Concept,103.952,ktH2Y,,1,true,false,pass,true,https://concertation-lichen.eu/vos-questions/,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'concertation-lichen.eu', 'source_url': 'https://concertation-lichen.eu/vos-questions/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3726,3726,,ReSTart,FRA,named not admitted,Concept,60.63866667,ktH2Y,,1,true,false,pass,true,https://restart-concertation.eu/,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'restart-concertation.eu', 'source_url': 'https://restart-concertation.eu/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3727,3727,,OrCHyDé ,FRA,named not admitted,Concept,29.45306667,ktH2Y,,1,true,false,pass,true,https://concertation-orchyde.eu/,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'concertation-orchyde.eu', 'source_url': 'https://concertation-orchyde.eu/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3729,3729,,EpHyne,FRA,named not admitted,Concept,60.63866667,ktH2Y,,1,true,false,pass,true,https://www.debatpublic.fr/usine-de-production-de-carburant-de-synthese-pour-laviation-chavelot-ephyne-6703,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'debatpublic.fr', 'source_url': 'https://www.debatpublic.fr/usine-de-production-de-carburant-de-synthese-pour-laviation-chavelot-ephyne-6703'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3732,3732,,NeoCarb_Kerosène,FRA,named not admitted,Concept,51.976,ktH2Y,,1,true,false,pass,true,https://www.debatpublic.fr/coordination-des-concertations-carbon-h2v-gravithy-deos-medhyterra-et-neocarb-4495,permit,2026-09-10,day,"{'speaker': 'permit', 'source_type': 'permit', 'domain': 'debatpublic.fr', 'source_url': 'https://www.debatpublic.fr/coordination-des-concertations-carbon-h2v-gravithy-deos-medhyterra-et-neocarb-4495'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3734,3734,,Elyfos,FRA,none found,Concept,17.32533333,ktH2Y,,0,true,false,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,admission search found no owner or permit source,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3736,3736,versoenergy-carlhyng-carling,CarlHYng - Phases 2 and 3,FR,admitted,Feasibility study,300,MW_input,,2,true,false,pass,true,https://www.concertation-carlhyng.eu/fr/le-projet-carlhyng,Verso Energy,2026-09-10,day,"the admitting source names the site as 'Carling, Moselle'",pass,true,https://www.concertation-carlhyng.eu/fr/le-projet-carlhyng,owner,2026-09-10,day,300 MW_input as stated,fail,true,https://www.concertation-carlhyng.eu/fr/le-projet-carlhyng,owner,2026-09-10,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://www.concertation-carlhyng.eu/fr/le-projet-carlhyng,owner,2026-09-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
hydrogen,iea:3742,3742,luoto-energia-rauma,Luoto Energia,FI,admitted,Feasibility study,500,MW_input,,2,true,false,pass,true,https://tes-h2.com/news/tes-and-cpc-finland-to-develop-500mw-e-ng-project-at-the-port-of-rauma-in-finland,Tree Energy Solutions,2026-09-10,day,"the admitting source names the site as 'Iso Jarviluoto, Port of Rauma'",pass,true,https://tes-h2.com/news/tes-and-cpc-finland-to-develop-500mw-e-ng-project-at-the-port-of-rauma-in-finland,owner,2026-09-10,day,500 MW_input as stated,fail,true,https://tes-h2.com/news/tes-and-cpc-finland-to-develop-500mw-e-ng-project-at-the-port-of-rauma-in-finland,owner,2026-09-10,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://tes-h2.com/news/tes-and-cpc-finland-to-develop-500mw-e-ng-project-at-the-port-of-rauma-in-finland,owner,2026-09-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
hydrogen,iea:3776,3776,,Zamora e-Methanol plant,ESP,perimeter exclusion,Feasibility study,53.57142857,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3777,3777,,Villadangos Green e-Methanol plant,ESP,perimeter exclusion,Feasibility study,34.65066667,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3784,3784,,Outokumpu - Norsk e-Fuel eSAF MoU,FIN,perimeter exclusion,Concept,51.19047619,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3786,3786,,Norsk e-fuel Project Rauma eSAF,FIN,perimeter exclusion,Feasibility study,71.84628237,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3795,3795,,VolagHy Kuopio,FIN,named not admitted,Feasibility study,55.14517287,ktH2Y,,1,true,false,pass,true,https://volaghy.com/volaghy-publishes-eia-programme-kuopio/,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'volaghy.com', 'source_url': 'https://volaghy.com/volaghy-publishes-eia-programme-kuopio/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3796,3796,aboenergy-nivala,Kurunpuhto hydrogen project ,FI,admitted,Concept,200,MW_input,,2,true,false,pass,true,https://www.aboenergy.com/en/development-construction/green-hydrogen.html,ABO Energy,2026-09-10,day,the admitting source names the site as 'Nivala',pass,true,https://www.aboenergy.com/en/development-construction/green-hydrogen.html,owner,2026-09-10,day,200 MW_input as stated,fail,true,https://www.aboenergy.com/en/development-construction/green-hydrogen.html,owner,2026-09-10,day,no owner statement that FID has been taken,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this project,fail,true,https://www.aboenergy.com/en/development-construction/green-hydrogen.html,owner,2026-09-10,day,no owner-stated start carrying a date precision,fail,true,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"no edge in the dependency graph names this project; the date is the graph's newest statement, not a sweep date",true
hydrogen,iea:3822,3822,,"Moeve La Rábida Energy Park (Huelva) - phase 1 (expansion) - Andalusian Green Hydrogen Valley
ONUBA I Project (Together with THARSIS: LUXIA project)",ESP,named not admitted,Feasibility study,17.32533333,ktH2Y,,1,true,false,pass,true,https://www.moeveglobal.com/en/businesses/commercial-clean-energies/green-hydrogen/green-hydrogen-production-at-moeve,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'moeveglobal.com', 'source_url': 'https://www.moeveglobal.com/en/businesses/commercial-clean-energies/green-hydrogen/green-hydrogen-production-at-moeve'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
hydrogen,iea:3901,3901,,Equilibrion nuclear-derived e-SAF,GBR,perimeter exclusion,Feasibility study,144.2314119,ktH2Y,DRI or other perimeter exclusion,0,false,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,out of perimeter; not scored,false
hydrogen,iea:3904,3904,,Fjord PtX,DNK,named not admitted,Feasibility study,56.57894737,ktH2Y,,1,true,false,pass,true,https://www.fjord-ptx.com/about-the-plant/,owner,2026-09-10,day,"{'speaker': 'company', 'source_type': 'company', 'domain': 'fjord-ptx.com', 'source_url': 'https://www.fjord-ptx.com/about-the-plant/'}",fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,the funder lists of sources/hydrogen_funder_pass.json name no award for this entry,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,fail,true,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,no owner document on file; the admission search is the record of looking,false
