iea_ref,name,country,iea_status_2023_vintage,technology,capacity_value,capacity_unit,announced_size,ou_outcome,ou_restated_status,ou_restated_date_online,ou_comment,in_current_iea_vintage,in_ladder_population,register_class,census_searched,readable_capture_at_or_before_cutoff,rungs_cleared_as_of,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,as_of
1273,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 1",DEU,FID/Construction,PEM,20.0,MWel,20MW,delayed,FID/Construction,2024,"[16] ""Air Liquide’s Trailblazer 20 MW large-scale electrolyzer project is reaching completion"", but has not been inaugurated yet -> delayed to 2024",yes,no,never seen by this register,yes,yes,1,pass,true,https://web.archive.org/web/20230324185959/https://www.airliquide.com/group/press-releases-news/2021-07-29/air-liquide-transforms-its-network-germany-connecting-large-electrolyzer-producing-renewable,owner,2023-03-24,not_after,"census pass, hand verdict: 'Air Liquide is planning to build in Oberhausen, Germany, a renewable hydrogen production plant by electrolysis'",fail,true,https://web.archive.org/web/20230324185959/https://www.airliquide.com/group/press-releases-news/2021-07-29/air-liquide-transforms-its-network-germany-connecting-large-electrolyzer-producing-renewable,eufabric cohort census,2023-03-24,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230324185959/https://www.airliquide.com/group/press-releases-news/2021-07-29/air-liquide-transforms-its-network-germany-connecting-large-electrolyzer-producing-renewable,eufabric cohort census,2023-03-24,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230324185959/https://www.airliquide.com/group/press-releases-news/2021-07-29/air-liquide-transforms-its-network-germany-connecting-large-electrolyzer-producing-renewable,eufabric cohort census,2023-03-24,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230324185959/https://www.airliquide.com/group/press-releases-news/2021-07-29/air-liquide-transforms-its-network-germany-connecting-large-electrolyzer-producing-renewable,eufabric cohort census,2023-03-24,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1277,Wintershall Dea - VNG Turquoise H2 project,DEU,DEMO,Other,,,400kg H2/d,not assessed,,,,no,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20230325004100/https://wintershalldea.com/en/newsroom/wintershall-dea-and-vng-jointly-invest-hydrogen-pilot-project,eufabric cohort census,2023-03-25,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20230325004100/https://wintershalldea.com/en/newsroom/wintershall-dea-and-vng-jointly-invest-hydrogen-pilot-project,eufabric cohort census,2023-03-25,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230325004100/https://wintershalldea.com/en/newsroom/wintershall-dea-and-vng-jointly-invest-hydrogen-pilot-project,eufabric cohort census,2023-03-25,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230325004100/https://wintershalldea.com/en/newsroom/wintershall-dea-and-vng-jointly-invest-hydrogen-pilot-project,eufabric cohort census,2023-03-25,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230325004100/https://wintershalldea.com/en/newsroom/wintershall-dea-and-vng-jointly-invest-hydrogen-pilot-project,eufabric cohort census,2023-03-25,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1288,Energy-Norweigian Catapult Centre,NOR,Operational,ALK,0.9,MWel,0.9MW,on time,Operational,2023,"[93] ""From Q2 2023, Stord Hydrogen AS's hydrogen plant entered into to normal operation.""",no,no,never seen by this register,yes,yes,1,pass,true,https://web.archive.org/web/20230530085641/https://hydrogensolutions.no/en/starter-gronn-hydrogenproduksjon-vestlandet/,owner,2023-05-30,not_after,"census pass, hand verdict: 'Newly started Stord Hydrogen can produce 140 tonnes of green hydrogen every year'",fail,true,https://web.archive.org/web/20230530085641/https://hydrogensolutions.no/en/starter-gronn-hydrogenproduksjon-vestlandet/,eufabric cohort census,2023-05-30,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230530085641/https://hydrogensolutions.no/en/starter-gronn-hydrogenproduksjon-vestlandet/,eufabric cohort census,2023-05-30,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230530085641/https://hydrogensolutions.no/en/starter-gronn-hydrogenproduksjon-vestlandet/,eufabric cohort census,2023-05-30,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230530085641/https://hydrogensolutions.no/en/starter-gronn-hydrogenproduksjon-vestlandet/,eufabric cohort census,2023-05-30,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1294,Octopus Hydrogen - MIRA Technology Park,GBR,FID/Construction,ALK,0.9,MWel,0.9MW,disappeared,FID/Construction,,"[94] This is the same project as ""Energy Hub at MIRA Technology Park.""",yes,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20230201192846/https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/020123-interview-uks-octopus-hydrogen-seeks-to-unseat-conventional-production-diesel-in-transport,eufabric cohort census,2023-02-01,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20230201192846/https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/020123-interview-uks-octopus-hydrogen-seeks-to-unseat-conventional-production-diesel-in-transport,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230201192846/https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/020123-interview-uks-octopus-hydrogen-seeks-to-unseat-conventional-production-diesel-in-transport,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230201192846/https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/020123-interview-uks-octopus-hydrogen-seeks-to-unseat-conventional-production-diesel-in-transport,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230201192846/https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/020123-interview-uks-octopus-hydrogen-seeks-to-unseat-conventional-production-diesel-in-transport,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1301,H2 Évora - GreenGas II,PRT,FID/Construction,PEM,0.3001385254732954,MWel,60t H2/y,on time,Operational,2023,"[106] "" which began with the Company’s demonstration projects in Evora"" -> sounds like the demonstration project is finished",yes,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20230201124324/https://hydrogen-central.com/fusion-fuel-signs-green-hydrogen-offtake-agreement-portuguese-gas-utility-dourogas/,eufabric cohort census,2023-02-01,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20230201124324/https://hydrogen-central.com/fusion-fuel-signs-green-hydrogen-offtake-agreement-portuguese-gas-utility-dourogas/,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230201124324/https://hydrogen-central.com/fusion-fuel-signs-green-hydrogen-offtake-agreement-portuguese-gas-utility-dourogas/,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230201124324/https://hydrogen-central.com/fusion-fuel-signs-green-hydrogen-offtake-agreement-portuguese-gas-utility-dourogas/,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230201124324/https://hydrogen-central.com/fusion-fuel-signs-green-hydrogen-offtake-agreement-portuguese-gas-utility-dourogas/,eufabric cohort census,2023-02-01,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1314,Heroya Industrial Park,NOR,FID/Construction,ALK,5.5,MWel,5.5 MW or 1100 Nm3 H2/hour,on time,Operational,2023,"[31] 5.5 MW testing unit, counting as operational in 2023",yes,no,never seen by this register,yes,yes,1,pass,true,https://web.archive.org/web/20220327094045/https://eng.heroya-industripark.no/latest-news/another-green-hydrogen-investment-for-heroeya-this-could-be-big,owner,2022-03-27,not_after,"census pass, hand verdict: the park operator's own news page names Heroya Industrial Park as the site of the electrolyser test facility",fail,true,https://web.archive.org/web/20220327094045/https://eng.heroya-industripark.no/latest-news/another-green-hydrogen-investment-for-heroeya-this-could-be-big,eufabric cohort census,2022-03-27,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20220327094045/https://eng.heroya-industripark.no/latest-news/another-green-hydrogen-investment-for-heroeya-this-could-be-big,eufabric cohort census,2022-03-27,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20220327094045/https://eng.heroya-industripark.no/latest-news/another-green-hydrogen-investment-for-heroeya-this-could-be-big,eufabric cohort census,2022-03-27,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20220327094045/https://eng.heroya-industripark.no/latest-news/another-green-hydrogen-investment-for-heroeya-this-could-be-big,eufabric cohort census,2022-03-27,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1345,Hypster,FRA,DEMO,PEM,1.0,MWel,1MW,delayed,DEMO,2023,[79] Inaugurated 15 September 2023,no,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20231003003639/https://www.h2-view.com/story/france-hypster-project-to-produce-400kg-of-green-hydrogen-daily/,eufabric cohort census,2023-10-03,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20231003003639/https://www.h2-view.com/story/france-hypster-project-to-produce-400kg-of-green-hydrogen-daily/,eufabric cohort census,2023-10-03,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20231003003639/https://www.h2-view.com/story/france-hypster-project-to-produce-400kg-of-green-hydrogen-daily/,eufabric cohort census,2023-10-03,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20231003003639/https://www.h2-view.com/story/france-hypster-project-to-produce-400kg-of-green-hydrogen-daily/,eufabric cohort census,2023-10-03,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20231003003639/https://www.h2-view.com/story/france-hypster-project-to-produce-400kg-of-green-hydrogen-daily/,eufabric cohort census,2023-10-03,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1355,Port of Gothenburg - Statkraft,SWE,Feasibility study,Other Electrolysis,4.0,MWel,4MW,delayed,Feasibility study,2024,"[42] ""The planned facility will have an initial capacity of four MW"" -> doesn't sound operational yet",no,no,never seen by this register,yes,yes,1,pass,true,https://web.archive.org/web/20230529063317/https://www.goteborgshamn.se/press/pressmeddelanden/anlaggning-for-vatgasproduktion-planeras-i-goteborgs-hamn/,permitting authority,2023-05-29,not_after,"census pass, hand verdict: 'Anlaeggning foer vaetgasproduktion planeras i Goeteborgs hamn' -- the port authority names its own port as the site",fail,true,https://web.archive.org/web/20230529063317/https://www.goteborgshamn.se/press/pressmeddelanden/anlaggning-for-vatgasproduktion-planeras-i-goteborgs-hamn/,eufabric cohort census,2023-05-29,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230529063317/https://www.goteborgshamn.se/press/pressmeddelanden/anlaggning-for-vatgasproduktion-planeras-i-goteborgs-hamn/,eufabric cohort census,2023-05-29,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230529063317/https://www.goteborgshamn.se/press/pressmeddelanden/anlaggning-for-vatgasproduktion-planeras-i-goteborgs-hamn/,eufabric cohort census,2023-05-29,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230529063317/https://www.goteborgshamn.se/press/pressmeddelanden/anlaggning-for-vatgasproduktion-planeras-i-goteborgs-hamn/,eufabric cohort census,2023-05-29,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1386,Steinbeis Innovation Center Braunschweig,DEU,DEMO,Other Electrolysis,1.0,MWel,1MW,delayed,DEMO,2024,"[80] slide 22, ""in commissioning as of Feb 2024""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://fuelcellsworks.com/news/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system/?mc_cid=9ed68568bf&mc_eid=da4624d261,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system/?mc_cid=9ed68568bf&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system/?mc_cid=9ed68568bf&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system/?mc_cid=9ed68568bf&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/first-order-placed-for-enapters-aem-multicore-megawatt-class-electrolyser-system/?mc_cid=9ed68568bf&mc_eid=da4624d261,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1391,Carlentini Energy park (Sicily),ITA,FID/Construction,ALK,4.0,MWel,4MW,delayed,FID/Construction,2025,"[43] ""The project construction is expected to commence from 2024. Subsequent to that it will enter into commercial operation by 2025.""",yes,no,never seen by this register,yes,no,0,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,census pass: no reference of this entry answered a declared reader,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,sources/hydrogen_cohort_census.json,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1467,"Los Barrios coal plant, Cadiz, phase 1",ESP,FID/Construction,Other Electrolysis,5.0,MWel,5MW,delayed,FID/Construction,2024,"[34] No information on first 5 MW phase, only 130 MW by 2026 -> postpone",yes,no,never seen by this register,yes,yes,0,fail,true,https://web.archive.org/web/20230704205741/https://www.elconfidencial.com/espana/andalucia/2022-01-23/primera-planta-comercial-hidrogeno-verde-algeciras_3362444/,eufabric cohort census,2023-07-04,not_after,census pass: the sources read name no site at municipality or finer,fail,true,https://web.archive.org/web/20230704205741/https://www.elconfidencial.com/espana/andalucia/2022-01-23/primera-planta-comercial-hidrogeno-verde-algeciras_3362444/,eufabric cohort census,2023-07-04,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230704205741/https://www.elconfidencial.com/espana/andalucia/2022-01-23/primera-planta-comercial-hidrogeno-verde-algeciras_3362444/,eufabric cohort census,2023-07-04,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230704205741/https://www.elconfidencial.com/espana/andalucia/2022-01-23/primera-planta-comercial-hidrogeno-verde-algeciras_3362444/,eufabric cohort census,2023-07-04,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230704205741/https://www.elconfidencial.com/espana/andalucia/2022-01-23/primera-planta-comercial-hidrogeno-verde-algeciras_3362444/,eufabric cohort census,2023-07-04,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1478,NFC Belfort (Phase 1),FRA,FID/Construction,ALK,1.0,MWel,"1 MW, 400 kg H2/d",on time,Operational,2023,"[81] ""After having benefited from initial State aid of €3,550,380 intended to finance the installation of a 1 MW electrolyser"", ""From this year, the station, construction of which began in September 2022, will power 7 hydrogen buses to gradually reach 27 H2 buses by 2025.""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://fuelcellsworks.com/news/mcphy-to-install-a-1-mw-electrolyzer-and-a-refueling-station-in-belfort-to-provide-hydrogen-for-a-fleet-of-buses/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/mcphy-to-install-a-1-mw-electrolyzer-and-a-refueling-station-in-belfort-to-provide-hydrogen-for-a-fleet-of-buses/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/mcphy-to-install-a-1-mw-electrolyzer-and-a-refueling-station-in-belfort-to-provide-hydrogen-for-a-fleet-of-buses/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://fuelcellsworks.com/news/mcphy-to-install-a-1-mw-electrolyzer-and-a-refueling-station-in-belfort-to-provide-hydrogen-for-a-fleet-of-buses/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://fuelcellsworks.com/news/mcphy-to-install-a-1-mw-electrolyzer-and-a-refueling-station-in-belfort-to-provide-hydrogen-for-a-fleet-of-buses/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1482,Lhyfe-Enerparc Luckau project,DEU,Feasibility study,ALK,5.0,MWel,5MW,delayed,Feasibility study,2024,"[35] No press release or information on inauguration found -> very likely delayed, postponing to 2024",no,no,never seen by this register,yes,yes,1,pass,true,https://web.archive.org/web/20230528065348/https://www.lhyfe.com/press/lhyfe-and-enerparc-join-forces-to-produce-renewable-hydrogen-from-solar-energy/,owner,2023-05-28,not_after,"census pass, hand verdict: 'Based in Luckau, Brandenburg, this project is intended to serve industry, transport companies, filling stations and municipalities in the region'",fail,true,https://web.archive.org/web/20230528065348/https://www.lhyfe.com/press/lhyfe-and-enerparc-join-forces-to-produce-renewable-hydrogen-from-solar-energy/,eufabric cohort census,2023-05-28,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230528065348/https://www.lhyfe.com/press/lhyfe-and-enerparc-join-forces-to-produce-renewable-hydrogen-from-solar-energy/,eufabric cohort census,2023-05-28,not_after,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://web.archive.org/web/20230528065348/https://www.lhyfe.com/press/lhyfe-and-enerparc-join-forces-to-produce-renewable-hydrogen-from-solar-energy/,eufabric cohort census,2023-05-28,not_after,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://web.archive.org/web/20230528065348/https://www.lhyfe.com/press/lhyfe-and-enerparc-join-forces-to-produce-renewable-hydrogen-from-solar-energy/,eufabric cohort census,2023-05-28,not_after,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1487,Dorset Green H2 Project,GBR,FID/Construction,Other Electrolysis,0.9,MWel,0.9MW,on time,Operational,2023,[95] Commissioned,yes,no,never seen by this register,yes,no,0,not_searched,false,https://www.dorsetlep.co.uk/dorset-green-h2,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.dorsetlep.co.uk/dorset-green-h2,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.dorsetlep.co.uk/dorset-green-h2,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://www.dorsetlep.co.uk/dorset-green-h2,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://www.dorsetlep.co.uk/dorset-green-h2,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1506,"European Energy, phase I",DNK,FID/Construction,Other Electrolysis,3.0,MWel,6MW,delayed,FID/Construction,2024,"[24] ""At Måde, the construction of a green hydrogen plant with a capacity of 12 MW, when fully build-out is also ongoing.""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1507,"European Energy, phase II",DNK,FID/Construction,Other Electrolysis,9.0,MWel,12MW,delayed,FID/Construction,2024,"[24] ""At Måde, the construction of a green hydrogen plant with a capacity of 12 MW, when fully build-out is also ongoing.""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://europeanenergy.com/2023/03/27/european-energy-orders-electrolyzer-from-stiesdal/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
1661,Vätgas Ljungby,SWE,FID/Construction,Other Electrolysis,2.0,MWel,2 MW,disappeared,FID/Construction,,"[68] Very likely the same project as ""Strandmollen Ljungby""",yes,no,never seen by this register,yes,no,0,not_searched,false,https://vatgas.se/2021/09/07/strandmollen-ab-far-investeringsstod-fran-klimatklivet-for-vatgasproduktion/,eufabric cohort census,,day,"as of 2023-10-31: the document cited is dated nothing, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://vatgas.se/2021/09/07/strandmollen-ab-far-investeringsstod-fran-klimatklivet-for-vatgasproduktion/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://vatgas.se/2021/09/07/strandmollen-ab-far-investeringsstod-fran-klimatklivet-for-vatgasproduktion/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",fail,true,https://vatgas.se/2021/09/07/strandmollen-ab-far-investeringsstod-fran-klimatklivet-for-vatgasproduktion/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,fail,true,https://vatgas.se/2021/09/07/strandmollen-ab-far-investeringsstod-fran-klimatklivet-for-vatgasproduktion/,eufabric cohort census,2023-10-31,day,no owner document on file for this rung; the cohort census is the record of looking,2023-10-31
